"country","Date","case_type","value"
"Bahamas",2020-03-16,"Active Cases",1
"Bahamas",2020-03-16,"Total Cases",1
"Bahamas",2020-03-16,"Deaths",0
"Bahamas",2020-03-16,"Recovered",0
"Bahamas",2020-03-17,"Active Cases",1
"Bahamas",2020-03-17,"Total Cases",1
"Bahamas",2020-03-17,"Deaths",0
"Bahamas",2020-03-17,"Recovered",0
"Bahamas",2020-03-18,"Active Cases",1
"Bahamas",2020-03-18,"Total Cases",1
"Bahamas",2020-03-18,"Deaths",0
"Bahamas",2020-03-18,"Recovered",0
"Bahamas",2020-03-19,"Active Cases",3
"Bahamas",2020-03-19,"Total Cases",3
"Bahamas",2020-03-19,"Deaths",0
"Bahamas",2020-03-19,"Recovered",0
"Bahamas",2020-03-20,"Active Cases",3
"Bahamas",2020-03-20,"Total Cases",3
"Bahamas",2020-03-20,"Deaths",0
"Bahamas",2020-03-20,"Recovered",0
"Bahamas",2020-03-21,"Active Cases",4
"Bahamas",2020-03-21,"Total Cases",4
"Bahamas",2020-03-21,"Deaths",0
"Bahamas",2020-03-21,"Recovered",0
"Bahamas",2020-03-22,"Active Cases",4
"Bahamas",2020-03-22,"Total Cases",4
"Bahamas",2020-03-22,"Deaths",0
"Bahamas",2020-03-22,"Recovered",0
"Bahamas",2020-03-23,"Active Cases",4
"Bahamas",2020-03-23,"Total Cases",4
"Bahamas",2020-03-23,"Deaths",0
"Bahamas",2020-03-23,"Recovered",0
"Bahamas",2020-03-24,"Active Cases",4
"Bahamas",2020-03-24,"Total Cases",5
"Bahamas",2020-03-24,"Deaths",0
"Bahamas",2020-03-24,"Recovered",1
"Bahamas",2020-03-25,"Active Cases",4
"Bahamas",2020-03-25,"Total Cases",5
"Bahamas",2020-03-25,"Deaths",0
"Bahamas",2020-03-25,"Recovered",1
"Bahamas",2020-03-26,"Active Cases",8
"Bahamas",2020-03-26,"Total Cases",9
"Bahamas",2020-03-26,"Deaths",0
"Bahamas",2020-03-26,"Recovered",1
"Bahamas",2020-03-27,"Active Cases",9
"Bahamas",2020-03-27,"Total Cases",10
"Bahamas",2020-03-27,"Deaths",0
"Bahamas",2020-03-27,"Recovered",1
"Bahamas",2020-03-28,"Active Cases",9
"Bahamas",2020-03-28,"Total Cases",10
"Bahamas",2020-03-28,"Deaths",0
"Bahamas",2020-03-28,"Recovered",1
"Bahamas",2020-03-29,"Active Cases",10
"Bahamas",2020-03-29,"Total Cases",11
"Bahamas",2020-03-29,"Deaths",0
"Bahamas",2020-03-29,"Recovered",1
"Bahamas",2020-03-30,"Active Cases",13
"Bahamas",2020-03-30,"Total Cases",14
"Bahamas",2020-03-30,"Deaths",0
"Bahamas",2020-03-30,"Recovered",1
"Bahamas",2020-03-31,"Active Cases",13
"Bahamas",2020-03-31,"Total Cases",14
"Bahamas",2020-03-31,"Deaths",0
"Bahamas",2020-03-31,"Recovered",1
"Bahamas",2020-04-01,"Active Cases",19
"Bahamas",2020-04-01,"Total Cases",21
"Bahamas",2020-04-01,"Deaths",1
"Bahamas",2020-04-01,"Recovered",1
"Bahamas",2020-04-02,"Active Cases",22
"Bahamas",2020-04-02,"Total Cases",24
"Bahamas",2020-04-02,"Deaths",1
"Bahamas",2020-04-02,"Recovered",1
"Bahamas",2020-04-03,"Active Cases",22
"Bahamas",2020-04-03,"Total Cases",24
"Bahamas",2020-04-03,"Deaths",1
"Bahamas",2020-04-03,"Recovered",1
"Bahrain",2020-01-22,"Active Cases",0
"Bahrain",2020-01-22,"Total Cases",0
"Bahrain",2020-01-22,"Deaths",0
"Bahrain",2020-01-22,"Recovered",0
"Bahrain",2020-01-23,"Active Cases",0
"Bahrain",2020-01-23,"Total Cases",0
"Bahrain",2020-01-23,"Deaths",0
"Bahrain",2020-01-23,"Recovered",0
"Bahrain",2020-01-24,"Active Cases",0
"Bahrain",2020-01-24,"Total Cases",0
"Bahrain",2020-01-24,"Deaths",0
"Bahrain",2020-01-24,"Recovered",0
"Bahrain",2020-01-25,"Active Cases",0
"Bahrain",2020-01-25,"Total Cases",0
"Bahrain",2020-01-25,"Deaths",0
"Bahrain",2020-01-25,"Recovered",0
"Bahrain",2020-01-26,"Active Cases",0
"Bahrain",2020-01-26,"Total Cases",0
"Bahrain",2020-01-26,"Deaths",0
"Bahrain",2020-01-26,"Recovered",0
"Bahrain",2020-01-27,"Active Cases",0
"Bahrain",2020-01-27,"Total Cases",0
"Bahrain",2020-01-27,"Deaths",0
"Bahrain",2020-01-27,"Recovered",0
"Bahrain",2020-01-28,"Active Cases",0
"Bahrain",2020-01-28,"Total Cases",0
"Bahrain",2020-01-28,"Deaths",0
"Bahrain",2020-01-28,"Recovered",0
"Bahrain",2020-01-29,"Active Cases",0
"Bahrain",2020-01-29,"Total Cases",0
"Bahrain",2020-01-29,"Deaths",0
"Bahrain",2020-01-29,"Recovered",0
"Bahrain",2020-01-30,"Active Cases",0
"Bahrain",2020-01-30,"Total Cases",0
"Bahrain",2020-01-30,"Deaths",0
"Bahrain",2020-01-30,"Recovered",0
"Bahrain",2020-01-31,"Active Cases",0
"Bahrain",2020-01-31,"Total Cases",0
"Bahrain",2020-01-31,"Deaths",0
"Bahrain",2020-01-31,"Recovered",0
"Bahrain",2020-02-01,"Active Cases",0
"Bahrain",2020-02-01,"Total Cases",0
"Bahrain",2020-02-01,"Deaths",0
"Bahrain",2020-02-01,"Recovered",0
"Bahrain",2020-02-02,"Active Cases",0
"Bahrain",2020-02-02,"Total Cases",0
"Bahrain",2020-02-02,"Deaths",0
"Bahrain",2020-02-02,"Recovered",0
"Bahrain",2020-02-03,"Active Cases",0
"Bahrain",2020-02-03,"Total Cases",0
"Bahrain",2020-02-03,"Deaths",0
"Bahrain",2020-02-03,"Recovered",0
"Bahrain",2020-02-04,"Active Cases",0
"Bahrain",2020-02-04,"Total Cases",0
"Bahrain",2020-02-04,"Deaths",0
"Bahrain",2020-02-04,"Recovered",0
"Bahrain",2020-02-05,"Active Cases",0
"Bahrain",2020-02-05,"Total Cases",0
"Bahrain",2020-02-05,"Deaths",0
"Bahrain",2020-02-05,"Recovered",0
"Bahrain",2020-02-06,"Active Cases",0
"Bahrain",2020-02-06,"Total Cases",0
"Bahrain",2020-02-06,"Deaths",0
"Bahrain",2020-02-06,"Recovered",0
"Bahrain",2020-02-07,"Active Cases",0
"Bahrain",2020-02-07,"Total Cases",0
"Bahrain",2020-02-07,"Deaths",0
"Bahrain",2020-02-07,"Recovered",0
"Bahrain",2020-02-08,"Active Cases",0
"Bahrain",2020-02-08,"Total Cases",0
"Bahrain",2020-02-08,"Deaths",0
"Bahrain",2020-02-08,"Recovered",0
"Bahrain",2020-02-09,"Active Cases",0
"Bahrain",2020-02-09,"Total Cases",0
"Bahrain",2020-02-09,"Deaths",0
"Bahrain",2020-02-09,"Recovered",0
"Bahrain",2020-02-10,"Active Cases",0
"Bahrain",2020-02-10,"Total Cases",0
"Bahrain",2020-02-10,"Deaths",0
"Bahrain",2020-02-10,"Recovered",0
"Bahrain",2020-02-11,"Active Cases",0
"Bahrain",2020-02-11,"Total Cases",0
"Bahrain",2020-02-11,"Deaths",0
"Bahrain",2020-02-11,"Recovered",0
"Bahrain",2020-02-12,"Active Cases",0
"Bahrain",2020-02-12,"Total Cases",0
"Bahrain",2020-02-12,"Deaths",0
"Bahrain",2020-02-12,"Recovered",0
"Bahrain",2020-02-13,"Active Cases",0
"Bahrain",2020-02-13,"Total Cases",0
"Bahrain",2020-02-13,"Deaths",0
"Bahrain",2020-02-13,"Recovered",0
"Bahrain",2020-02-14,"Active Cases",0
"Bahrain",2020-02-14,"Total Cases",0
"Bahrain",2020-02-14,"Deaths",0
"Bahrain",2020-02-14,"Recovered",0
"Bahrain",2020-02-15,"Active Cases",0
"Bahrain",2020-02-15,"Total Cases",0
"Bahrain",2020-02-15,"Deaths",0
"Bahrain",2020-02-15,"Recovered",0
"Bahrain",2020-02-16,"Active Cases",0
"Bahrain",2020-02-16,"Total Cases",0
"Bahrain",2020-02-16,"Deaths",0
"Bahrain",2020-02-16,"Recovered",0
"Bahrain",2020-02-17,"Active Cases",0
"Bahrain",2020-02-17,"Total Cases",0
"Bahrain",2020-02-17,"Deaths",0
"Bahrain",2020-02-17,"Recovered",0
"Bahrain",2020-02-18,"Active Cases",0
"Bahrain",2020-02-18,"Total Cases",0
"Bahrain",2020-02-18,"Deaths",0
"Bahrain",2020-02-18,"Recovered",0
"Bahrain",2020-02-19,"Active Cases",0
"Bahrain",2020-02-19,"Total Cases",0
"Bahrain",2020-02-19,"Deaths",0
"Bahrain",2020-02-19,"Recovered",0
"Bahrain",2020-02-20,"Active Cases",0
"Bahrain",2020-02-20,"Total Cases",0
"Bahrain",2020-02-20,"Deaths",0
"Bahrain",2020-02-20,"Recovered",0
"Bahrain",2020-02-21,"Active Cases",0
"Bahrain",2020-02-21,"Total Cases",0
"Bahrain",2020-02-21,"Deaths",0
"Bahrain",2020-02-21,"Recovered",0
"Bahrain",2020-02-22,"Active Cases",0
"Bahrain",2020-02-22,"Total Cases",0
"Bahrain",2020-02-22,"Deaths",0
"Bahrain",2020-02-22,"Recovered",0
"Bahrain",2020-02-23,"Active Cases",0
"Bahrain",2020-02-23,"Total Cases",0
"Bahrain",2020-02-23,"Deaths",0
"Bahrain",2020-02-23,"Recovered",0
"Bahrain",2020-02-24,"Active Cases",1
"Bahrain",2020-02-24,"Total Cases",1
"Bahrain",2020-02-24,"Deaths",0
"Bahrain",2020-02-24,"Recovered",0
"Bahrain",2020-02-25,"Active Cases",23
"Bahrain",2020-02-25,"Total Cases",23
"Bahrain",2020-02-25,"Deaths",0
"Bahrain",2020-02-25,"Recovered",0
"Bahrain",2020-02-26,"Active Cases",33
"Bahrain",2020-02-26,"Total Cases",33
"Bahrain",2020-02-26,"Deaths",0
"Bahrain",2020-02-26,"Recovered",0
"Bahrain",2020-02-27,"Active Cases",33
"Bahrain",2020-02-27,"Total Cases",33
"Bahrain",2020-02-27,"Deaths",0
"Bahrain",2020-02-27,"Recovered",0
"Bahrain",2020-02-28,"Active Cases",36
"Bahrain",2020-02-28,"Total Cases",36
"Bahrain",2020-02-28,"Deaths",0
"Bahrain",2020-02-28,"Recovered",0
"Bahrain",2020-02-29,"Active Cases",41
"Bahrain",2020-02-29,"Total Cases",41
"Bahrain",2020-02-29,"Deaths",0
"Bahrain",2020-02-29,"Recovered",0
"Bahrain",2020-03-01,"Active Cases",47
"Bahrain",2020-03-01,"Total Cases",47
"Bahrain",2020-03-01,"Deaths",0
"Bahrain",2020-03-01,"Recovered",0
"Bahrain",2020-03-02,"Active Cases",49
"Bahrain",2020-03-02,"Total Cases",49
"Bahrain",2020-03-02,"Deaths",0
"Bahrain",2020-03-02,"Recovered",0
"Bahrain",2020-03-03,"Active Cases",49
"Bahrain",2020-03-03,"Total Cases",49
"Bahrain",2020-03-03,"Deaths",0
"Bahrain",2020-03-03,"Recovered",0
"Bahrain",2020-03-04,"Active Cases",52
"Bahrain",2020-03-04,"Total Cases",52
"Bahrain",2020-03-04,"Deaths",0
"Bahrain",2020-03-04,"Recovered",0
"Bahrain",2020-03-05,"Active Cases",55
"Bahrain",2020-03-05,"Total Cases",55
"Bahrain",2020-03-05,"Deaths",0
"Bahrain",2020-03-05,"Recovered",0
"Bahrain",2020-03-06,"Active Cases",56
"Bahrain",2020-03-06,"Total Cases",60
"Bahrain",2020-03-06,"Deaths",0
"Bahrain",2020-03-06,"Recovered",4
"Bahrain",2020-03-07,"Active Cases",81
"Bahrain",2020-03-07,"Total Cases",85
"Bahrain",2020-03-07,"Deaths",0
"Bahrain",2020-03-07,"Recovered",4
"Bahrain",2020-03-08,"Active Cases",81
"Bahrain",2020-03-08,"Total Cases",85
"Bahrain",2020-03-08,"Deaths",0
"Bahrain",2020-03-08,"Recovered",4
"Bahrain",2020-03-09,"Active Cases",81
"Bahrain",2020-03-09,"Total Cases",95
"Bahrain",2020-03-09,"Deaths",0
"Bahrain",2020-03-09,"Recovered",14
"Bahrain",2020-03-10,"Active Cases",88
"Bahrain",2020-03-10,"Total Cases",110
"Bahrain",2020-03-10,"Deaths",0
"Bahrain",2020-03-10,"Recovered",22
"Bahrain",2020-03-11,"Active Cases",160
"Bahrain",2020-03-11,"Total Cases",195
"Bahrain",2020-03-11,"Deaths",0
"Bahrain",2020-03-11,"Recovered",35
"Bahrain",2020-03-12,"Active Cases",160
"Bahrain",2020-03-12,"Total Cases",195
"Bahrain",2020-03-12,"Deaths",0
"Bahrain",2020-03-12,"Recovered",35
"Bahrain",2020-03-13,"Active Cases",151
"Bahrain",2020-03-13,"Total Cases",195
"Bahrain",2020-03-13,"Deaths",0
"Bahrain",2020-03-13,"Recovered",44
"Bahrain",2020-03-14,"Active Cases",166
"Bahrain",2020-03-14,"Total Cases",210
"Bahrain",2020-03-14,"Deaths",0
"Bahrain",2020-03-14,"Recovered",44
"Bahrain",2020-03-15,"Active Cases",154
"Bahrain",2020-03-15,"Total Cases",214
"Bahrain",2020-03-15,"Deaths",0
"Bahrain",2020-03-15,"Recovered",60
"Bahrain",2020-03-16,"Active Cases",136
"Bahrain",2020-03-16,"Total Cases",214
"Bahrain",2020-03-16,"Deaths",1
"Bahrain",2020-03-16,"Recovered",77
"Bahrain",2020-03-17,"Active Cases",146
"Bahrain",2020-03-17,"Total Cases",228
"Bahrain",2020-03-17,"Deaths",1
"Bahrain",2020-03-17,"Recovered",81
"Bahrain",2020-03-18,"Active Cases",167
"Bahrain",2020-03-18,"Total Cases",256
"Bahrain",2020-03-18,"Deaths",1
"Bahrain",2020-03-18,"Recovered",88
"Bahrain",2020-03-19,"Active Cases",177
"Bahrain",2020-03-19,"Total Cases",278
"Bahrain",2020-03-19,"Deaths",1
"Bahrain",2020-03-19,"Recovered",100
"Bahrain",2020-03-20,"Active Cases",184
"Bahrain",2020-03-20,"Total Cases",285
"Bahrain",2020-03-20,"Deaths",1
"Bahrain",2020-03-20,"Recovered",100
"Bahrain",2020-03-21,"Active Cases",179
"Bahrain",2020-03-21,"Total Cases",305
"Bahrain",2020-03-21,"Deaths",1
"Bahrain",2020-03-21,"Recovered",125
"Bahrain",2020-03-22,"Active Cases",183
"Bahrain",2020-03-22,"Total Cases",334
"Bahrain",2020-03-22,"Deaths",2
"Bahrain",2020-03-22,"Recovered",149
"Bahrain",2020-03-23,"Active Cases",226
"Bahrain",2020-03-23,"Total Cases",377
"Bahrain",2020-03-23,"Deaths",2
"Bahrain",2020-03-23,"Recovered",149
"Bahrain",2020-03-24,"Active Cases",212
"Bahrain",2020-03-24,"Total Cases",392
"Bahrain",2020-03-24,"Deaths",3
"Bahrain",2020-03-24,"Recovered",177
"Bahrain",2020-03-25,"Active Cases",238
"Bahrain",2020-03-25,"Total Cases",419
"Bahrain",2020-03-25,"Deaths",4
"Bahrain",2020-03-25,"Recovered",177
"Bahrain",2020-03-26,"Active Cases",250
"Bahrain",2020-03-26,"Total Cases",458
"Bahrain",2020-03-26,"Deaths",4
"Bahrain",2020-03-26,"Recovered",204
"Bahrain",2020-03-27,"Active Cases",235
"Bahrain",2020-03-27,"Total Cases",466
"Bahrain",2020-03-27,"Deaths",4
"Bahrain",2020-03-27,"Recovered",227
"Bahrain",2020-03-28,"Active Cases",207
"Bahrain",2020-03-28,"Total Cases",476
"Bahrain",2020-03-28,"Deaths",4
"Bahrain",2020-03-28,"Recovered",265
"Bahrain",2020-03-29,"Active Cases",223
"Bahrain",2020-03-29,"Total Cases",499
"Bahrain",2020-03-29,"Deaths",4
"Bahrain",2020-03-29,"Recovered",272
"Bahrain",2020-03-30,"Active Cases",232
"Bahrain",2020-03-30,"Total Cases",515
"Bahrain",2020-03-30,"Deaths",4
"Bahrain",2020-03-30,"Recovered",279
"Bahrain",2020-03-31,"Active Cases",268
"Bahrain",2020-03-31,"Total Cases",567
"Bahrain",2020-03-31,"Deaths",4
"Bahrain",2020-03-31,"Recovered",295
"Bahrain",2020-04-01,"Active Cases",228
"Bahrain",2020-04-01,"Total Cases",569
"Bahrain",2020-04-01,"Deaths",4
"Bahrain",2020-04-01,"Recovered",337
"Bahrain",2020-04-02,"Active Cases",258
"Bahrain",2020-04-02,"Total Cases",643
"Bahrain",2020-04-02,"Deaths",4
"Bahrain",2020-04-02,"Recovered",381
"Bahrain",2020-04-03,"Active Cases",286
"Bahrain",2020-04-03,"Total Cases",672
"Bahrain",2020-04-03,"Deaths",4
"Bahrain",2020-04-03,"Recovered",382
"Bangladesh",2020-01-22,"Active Cases",0
"Bangladesh",2020-01-22,"Total Cases",0
"Bangladesh",2020-01-22,"Deaths",0
"Bangladesh",2020-01-22,"Recovered",0
"Bangladesh",2020-01-23,"Active Cases",0
"Bangladesh",2020-01-23,"Total Cases",0
"Bangladesh",2020-01-23,"Deaths",0
"Bangladesh",2020-01-23,"Recovered",0
"Bangladesh",2020-01-24,"Active Cases",0
"Bangladesh",2020-01-24,"Total Cases",0
"Bangladesh",2020-01-24,"Deaths",0
"Bangladesh",2020-01-24,"Recovered",0
"Bangladesh",2020-01-25,"Active Cases",0
"Bangladesh",2020-01-25,"Total Cases",0
"Bangladesh",2020-01-25,"Deaths",0
"Bangladesh",2020-01-25,"Recovered",0
"Bangladesh",2020-01-26,"Active Cases",0
"Bangladesh",2020-01-26,"Total Cases",0
"Bangladesh",2020-01-26,"Deaths",0
"Bangladesh",2020-01-26,"Recovered",0
"Bangladesh",2020-01-27,"Active Cases",0
"Bangladesh",2020-01-27,"Total Cases",0
"Bangladesh",2020-01-27,"Deaths",0
"Bangladesh",2020-01-27,"Recovered",0
"Bangladesh",2020-01-28,"Active Cases",0
"Bangladesh",2020-01-28,"Total Cases",0
"Bangladesh",2020-01-28,"Deaths",0
"Bangladesh",2020-01-28,"Recovered",0
"Bangladesh",2020-01-29,"Active Cases",0
"Bangladesh",2020-01-29,"Total Cases",0
"Bangladesh",2020-01-29,"Deaths",0
"Bangladesh",2020-01-29,"Recovered",0
"Bangladesh",2020-01-30,"Active Cases",0
"Bangladesh",2020-01-30,"Total Cases",0
"Bangladesh",2020-01-30,"Deaths",0
"Bangladesh",2020-01-30,"Recovered",0
"Bangladesh",2020-01-31,"Active Cases",0
"Bangladesh",2020-01-31,"Total Cases",0
"Bangladesh",2020-01-31,"Deaths",0
"Bangladesh",2020-01-31,"Recovered",0
"Bangladesh",2020-02-01,"Active Cases",0
"Bangladesh",2020-02-01,"Total Cases",0
"Bangladesh",2020-02-01,"Deaths",0
"Bangladesh",2020-02-01,"Recovered",0
"Bangladesh",2020-02-02,"Active Cases",0
"Bangladesh",2020-02-02,"Total Cases",0
"Bangladesh",2020-02-02,"Deaths",0
"Bangladesh",2020-02-02,"Recovered",0
"Bangladesh",2020-02-03,"Active Cases",0
"Bangladesh",2020-02-03,"Total Cases",0
"Bangladesh",2020-02-03,"Deaths",0
"Bangladesh",2020-02-03,"Recovered",0
"Bangladesh",2020-02-04,"Active Cases",0
"Bangladesh",2020-02-04,"Total Cases",0
"Bangladesh",2020-02-04,"Deaths",0
"Bangladesh",2020-02-04,"Recovered",0
"Bangladesh",2020-02-05,"Active Cases",0
"Bangladesh",2020-02-05,"Total Cases",0
"Bangladesh",2020-02-05,"Deaths",0
"Bangladesh",2020-02-05,"Recovered",0
"Bangladesh",2020-02-06,"Active Cases",0
"Bangladesh",2020-02-06,"Total Cases",0
"Bangladesh",2020-02-06,"Deaths",0
"Bangladesh",2020-02-06,"Recovered",0
"Bangladesh",2020-02-07,"Active Cases",0
"Bangladesh",2020-02-07,"Total Cases",0
"Bangladesh",2020-02-07,"Deaths",0
"Bangladesh",2020-02-07,"Recovered",0
"Bangladesh",2020-02-08,"Active Cases",0
"Bangladesh",2020-02-08,"Total Cases",0
"Bangladesh",2020-02-08,"Deaths",0
"Bangladesh",2020-02-08,"Recovered",0
"Bangladesh",2020-02-09,"Active Cases",0
"Bangladesh",2020-02-09,"Total Cases",0
"Bangladesh",2020-02-09,"Deaths",0
"Bangladesh",2020-02-09,"Recovered",0
"Bangladesh",2020-02-10,"Active Cases",0
"Bangladesh",2020-02-10,"Total Cases",0
"Bangladesh",2020-02-10,"Deaths",0
"Bangladesh",2020-02-10,"Recovered",0
"Bangladesh",2020-02-11,"Active Cases",0
"Bangladesh",2020-02-11,"Total Cases",0
"Bangladesh",2020-02-11,"Deaths",0
"Bangladesh",2020-02-11,"Recovered",0
"Bangladesh",2020-02-12,"Active Cases",0
"Bangladesh",2020-02-12,"Total Cases",0
"Bangladesh",2020-02-12,"Deaths",0
"Bangladesh",2020-02-12,"Recovered",0
"Bangladesh",2020-02-13,"Active Cases",0
"Bangladesh",2020-02-13,"Total Cases",0
"Bangladesh",2020-02-13,"Deaths",0
"Bangladesh",2020-02-13,"Recovered",0
"Bangladesh",2020-02-14,"Active Cases",0
"Bangladesh",2020-02-14,"Total Cases",0
"Bangladesh",2020-02-14,"Deaths",0
"Bangladesh",2020-02-14,"Recovered",0
"Bangladesh",2020-02-15,"Active Cases",0
"Bangladesh",2020-02-15,"Total Cases",0
"Bangladesh",2020-02-15,"Deaths",0
"Bangladesh",2020-02-15,"Recovered",0
"Bangladesh",2020-02-16,"Active Cases",0
"Bangladesh",2020-02-16,"Total Cases",0
"Bangladesh",2020-02-16,"Deaths",0
"Bangladesh",2020-02-16,"Recovered",0
"Bangladesh",2020-02-17,"Active Cases",0
"Bangladesh",2020-02-17,"Total Cases",0
"Bangladesh",2020-02-17,"Deaths",0
"Bangladesh",2020-02-17,"Recovered",0
"Bangladesh",2020-02-18,"Active Cases",0
"Bangladesh",2020-02-18,"Total Cases",0
"Bangladesh",2020-02-18,"Deaths",0
"Bangladesh",2020-02-18,"Recovered",0
"Bangladesh",2020-02-19,"Active Cases",0
"Bangladesh",2020-02-19,"Total Cases",0
"Bangladesh",2020-02-19,"Deaths",0
"Bangladesh",2020-02-19,"Recovered",0
"Bangladesh",2020-02-20,"Active Cases",0
"Bangladesh",2020-02-20,"Total Cases",0
"Bangladesh",2020-02-20,"Deaths",0
"Bangladesh",2020-02-20,"Recovered",0
"Bangladesh",2020-02-21,"Active Cases",0
"Bangladesh",2020-02-21,"Total Cases",0
"Bangladesh",2020-02-21,"Deaths",0
"Bangladesh",2020-02-21,"Recovered",0
"Bangladesh",2020-02-22,"Active Cases",0
"Bangladesh",2020-02-22,"Total Cases",0
"Bangladesh",2020-02-22,"Deaths",0
"Bangladesh",2020-02-22,"Recovered",0
"Bangladesh",2020-02-23,"Active Cases",0
"Bangladesh",2020-02-23,"Total Cases",0
"Bangladesh",2020-02-23,"Deaths",0
"Bangladesh",2020-02-23,"Recovered",0
"Bangladesh",2020-02-24,"Active Cases",0
"Bangladesh",2020-02-24,"Total Cases",0
"Bangladesh",2020-02-24,"Deaths",0
"Bangladesh",2020-02-24,"Recovered",0
"Bangladesh",2020-02-25,"Active Cases",0
"Bangladesh",2020-02-25,"Total Cases",0
"Bangladesh",2020-02-25,"Deaths",0
"Bangladesh",2020-02-25,"Recovered",0
"Bangladesh",2020-02-26,"Active Cases",0
"Bangladesh",2020-02-26,"Total Cases",0
"Bangladesh",2020-02-26,"Deaths",0
"Bangladesh",2020-02-26,"Recovered",0
"Bangladesh",2020-02-27,"Active Cases",0
"Bangladesh",2020-02-27,"Total Cases",0
"Bangladesh",2020-02-27,"Deaths",0
"Bangladesh",2020-02-27,"Recovered",0
"Bangladesh",2020-02-28,"Active Cases",0
"Bangladesh",2020-02-28,"Total Cases",0
"Bangladesh",2020-02-28,"Deaths",0
"Bangladesh",2020-02-28,"Recovered",0
"Bangladesh",2020-02-29,"Active Cases",0
"Bangladesh",2020-02-29,"Total Cases",0
"Bangladesh",2020-02-29,"Deaths",0
"Bangladesh",2020-02-29,"Recovered",0
"Bangladesh",2020-03-01,"Active Cases",0
"Bangladesh",2020-03-01,"Total Cases",0
"Bangladesh",2020-03-01,"Deaths",0
"Bangladesh",2020-03-01,"Recovered",0
"Bangladesh",2020-03-02,"Active Cases",0
"Bangladesh",2020-03-02,"Total Cases",0
"Bangladesh",2020-03-02,"Deaths",0
"Bangladesh",2020-03-02,"Recovered",0
"Bangladesh",2020-03-03,"Active Cases",0
"Bangladesh",2020-03-03,"Total Cases",0
"Bangladesh",2020-03-03,"Deaths",0
"Bangladesh",2020-03-03,"Recovered",0
"Bangladesh",2020-03-04,"Active Cases",0
"Bangladesh",2020-03-04,"Total Cases",0
"Bangladesh",2020-03-04,"Deaths",0
"Bangladesh",2020-03-04,"Recovered",0
"Bangladesh",2020-03-05,"Active Cases",0
"Bangladesh",2020-03-05,"Total Cases",0
"Bangladesh",2020-03-05,"Deaths",0
"Bangladesh",2020-03-05,"Recovered",0
"Bangladesh",2020-03-06,"Active Cases",0
"Bangladesh",2020-03-06,"Total Cases",0
"Bangladesh",2020-03-06,"Deaths",0
"Bangladesh",2020-03-06,"Recovered",0
"Bangladesh",2020-03-07,"Active Cases",0
"Bangladesh",2020-03-07,"Total Cases",0
"Bangladesh",2020-03-07,"Deaths",0
"Bangladesh",2020-03-07,"Recovered",0
"Bangladesh",2020-03-08,"Active Cases",3
"Bangladesh",2020-03-08,"Total Cases",3
"Bangladesh",2020-03-08,"Deaths",0
"Bangladesh",2020-03-08,"Recovered",0
"Bangladesh",2020-03-09,"Active Cases",3
"Bangladesh",2020-03-09,"Total Cases",3
"Bangladesh",2020-03-09,"Deaths",0
"Bangladesh",2020-03-09,"Recovered",0
"Bangladesh",2020-03-10,"Active Cases",3
"Bangladesh",2020-03-10,"Total Cases",3
"Bangladesh",2020-03-10,"Deaths",0
"Bangladesh",2020-03-10,"Recovered",0
"Bangladesh",2020-03-11,"Active Cases",3
"Bangladesh",2020-03-11,"Total Cases",3
"Bangladesh",2020-03-11,"Deaths",0
"Bangladesh",2020-03-11,"Recovered",0
"Bangladesh",2020-03-12,"Active Cases",3
"Bangladesh",2020-03-12,"Total Cases",3
"Bangladesh",2020-03-12,"Deaths",0
"Bangladesh",2020-03-12,"Recovered",0
"Bangladesh",2020-03-13,"Active Cases",3
"Bangladesh",2020-03-13,"Total Cases",3
"Bangladesh",2020-03-13,"Deaths",0
"Bangladesh",2020-03-13,"Recovered",0
"Bangladesh",2020-03-14,"Active Cases",3
"Bangladesh",2020-03-14,"Total Cases",3
"Bangladesh",2020-03-14,"Deaths",0
"Bangladesh",2020-03-14,"Recovered",0
"Bangladesh",2020-03-15,"Active Cases",5
"Bangladesh",2020-03-15,"Total Cases",5
"Bangladesh",2020-03-15,"Deaths",0
"Bangladesh",2020-03-15,"Recovered",0
"Bangladesh",2020-03-16,"Active Cases",6
"Bangladesh",2020-03-16,"Total Cases",8
"Bangladesh",2020-03-16,"Deaths",0
"Bangladesh",2020-03-16,"Recovered",2
"Bangladesh",2020-03-17,"Active Cases",7
"Bangladesh",2020-03-17,"Total Cases",10
"Bangladesh",2020-03-17,"Deaths",0
"Bangladesh",2020-03-17,"Recovered",3
"Bangladesh",2020-03-18,"Active Cases",10
"Bangladesh",2020-03-18,"Total Cases",14
"Bangladesh",2020-03-18,"Deaths",1
"Bangladesh",2020-03-18,"Recovered",3
"Bangladesh",2020-03-19,"Active Cases",13
"Bangladesh",2020-03-19,"Total Cases",17
"Bangladesh",2020-03-19,"Deaths",1
"Bangladesh",2020-03-19,"Recovered",3
"Bangladesh",2020-03-20,"Active Cases",16
"Bangladesh",2020-03-20,"Total Cases",20
"Bangladesh",2020-03-20,"Deaths",1
"Bangladesh",2020-03-20,"Recovered",3
"Bangladesh",2020-03-21,"Active Cases",20
"Bangladesh",2020-03-21,"Total Cases",25
"Bangladesh",2020-03-21,"Deaths",2
"Bangladesh",2020-03-21,"Recovered",3
"Bangladesh",2020-03-22,"Active Cases",22
"Bangladesh",2020-03-22,"Total Cases",27
